date,local,outside,foreign
2024-04-16,217850.5,107789.5,1410.89
2024-04-17,220122.0,114033.5,1468.15
2024-04-18,218942.5,114663.5,1443.5
2024-04-19,222967.5,128803.5,1410.7200000000003
2024-04-20,198033.5,151287.5,1378.41
2024-04-21,196980.0,153335.0,1523.4000000000003
2024-04-22,215428.5,103124.0,1505.0000000000002
2024-04-23,216856.5,115377.5,1459.6400000000003
2024-04-24,213433.5,100653.0,1479.18
2024-04-25,216268.5,117176.5,1537.4600000000003
2024-04-26,220587.5,130326.0,1610.45
2024-04-27,206157.0,183480.5,1362.78
2024-04-28,198397.5,175938.0,1425.4699999999996
2024-04-29,214021.5,107800.0,1434.1
2024-04-30,217420.0,121992.5,1368.3899999999999
2024-05-01,225778.0,137266.5,1465.9099999999999
2024-05-02,227409.0,105311.5,1462.3100000000002
2024-05-03,230482.0,124897.5,1552.3799999999999
2024-05-04,208425.0,224336.0,1578.8600000000004
2024-05-05,186529.0,162354.5,1411.09
2024-05-06,196175.0,149719.5,1332.16
2024-05-07,224031.5,94923.5,1168.0099999999998
2024-05-08,233257.5,119021.0,1286.6200000000001
2024-05-09,227094.0,111853.0,1213.93
2024-05-10,231465.5,123973.5,1504.6000000000001
2024-05-11,209807.5,159547.5,1455.6600000000005
2024-05-12,206367.0,165746.0,1329.9100000000003
2024-05-13,226170.0,105430.5,1326.3399999999997
2024-05-14,229561.5,119654.5,1355.9299999999998
2024-05-15,202940.5,142800.0,1249.3300000000002
2024-05-16,226068.5,111034.0,1285.34
2024-05-17,230002.5,124705.0,1326.6399999999999
2024-05-18,213083.5,174489.0,1407.7499999999998
2024-05-19,203885.5,162900.5,1352.95
2024-05-20,224861.0,106949.5,1203.7600000000002
2024-05-21,225092.0,113645.0,1226.14
2024-05-22,224934.5,112360.5,1302.3900000000003
2024-05-23,225351.0,116084.5,1437.1000000000001
2024-05-24,229743.5,129895.5,1266.87
2024-05-25,210843.5,175458.5,1452.05
2024-05-26,197225.0,159474.0,1361.21
2024-05-27,225837.5,109504.5,1317.7799999999997
2024-05-28,225680.0,118730.5,1350.7299999999998
2024-05-29,228312.0,118293.0,1279.8400000000004
2024-05-30,224773.5,117169.5,1493.8000000000002
2024-05-31,229960.5,131761.0,1343.1100000000004
2024-06-01,207445.0,154710.5,1362.84
2024-06-02,200270.0,146559.0,1131.5499999999997
2024-06-03,221273.5,93219.0,1195.4699999999998
2024-06-04,219534.0,99715.0,1217.44
2024-06-05,222057.5,109823.0,1219.78
2024-06-06,200021.5,170016.0,1403.3899999999999
2024-06-07,214889.5,125240.5,1259.8100000000002
2024-06-08,196679.0,142247.0,1229.9800000000005
2024-06-09,197368.5,155197.0,1298.5199999999998
2024-06-10,220734.5,99200.5,1221.7099999999998
2024-06-11,221116.0,106823.5,1236.0900000000004
2024-06-12,221585.0,109084.5,1361.7500000000002
2024-06-13,221581.5,110701.5,1288.8100000000004
2024-06-14,226817.5,127813.0,1415.21
2024-06-15,207256.0,165959.5,1365.2399999999996
2024-06-16,202485.5,167860.0,1343.1600000000005
2024-06-17,221004.0,106382.5,1242.2
2024-06-18,221095.0,111275.5,1410.6799999999998
2024-06-19,221763.5,109935.0,1347.38
2024-06-20,222754.0,112994.0,1295.9200000000003
2024-06-21,224339.5,127004.5,1345.53
2024-06-22,199171.0,159316.5,1381.4800000000002
2024-06-23,198744.0,160737.5,1337.8399999999997
2024-06-24,218498.0,105889.0,1299.8399999999995
2024-06-25,221168.5,115566.5,1463.8400000000001
2024-06-26,221574.5,117078.5,1390.1899999999998
2024-06-27,222187.0,118440.0,1415.5300000000002
2024-06-28,225463.0,132678.0,1609.73
2024-06-29,204575.0,169848.0,1490.78
2024-06-30,193445.0,133913.5,1198.64
2024-07-01,220475.5,93187.5,1372.4600000000003
2024-07-02,214084.5,82582.5,1377.6499999999999
2024-07-03,221784.5,94255.0,1391.9
2024-07-04,220846.5,101944.5,1344.28
2024-07-05,224406.0,109077.5,1433.0600000000002
