date,ski_field,hwadam_foliage
2025-05-08,0.09756,
2025-05-09,0.07317,
2025-05-10,0.12196,0.09403
2025-05-11,0.11383,0.09403
2025-05-12,0.14635,
2025-05-13,0.14635,0.12224
2025-05-14,0.23579,0.04701
2025-05-15,0.14635,0.04701
2025-05-16,0.19513,
2025-05-17,0.08943,0.09403
2025-05-18,0.14635,0.13165
2025-05-19,0.13009,0.07523
2025-05-20,0.19513,0.06582
2025-05-21,0.16261,
2025-05-22,0.13822,
2025-05-23,0.15448,0.12224
2025-05-24,0.08943,0.08463
2025-05-25,0.11383,0.07523
2025-05-26,0.15448,0.11284
2025-05-27,0.15448,
2025-05-28,0.16261,
2025-05-29,0.10569,
2025-05-30,0.13822,0.04701
2025-05-31,0.187,0.06582
2025-06-01,0.10569,0.11284
2025-06-02,0.15448,0.10344
2025-06-03,0.14635,0.09403
2025-06-04,0.0813,
2025-06-05,0.12196,
2025-06-06,0.17887,0.12224
2025-06-07,0.16261,0.11284
2025-06-08,0.14635,0.11284
2025-06-09,0.13822,
2025-06-10,0.14635,0.08463
