td,cluster,actual,pred,residual,resid_ratio
2023-09-10,hwadam,4207.0,1917.9533524956923,2289.0466475043077,2.193484004460139
2023-09-10,ski,1253.0,2281.7874785987156,-1028.7874785987156,0.5491308948585731
2023-09-11,always,1666.0,3184.1646181055808,-1518.1646181055808,0.5232141549864928
2023-09-11,b2b,308.0,1159.0654572728295,-851.0654572728295,0.2657313252391238
2023-09-11,green,0.0,1156.5354739977317,-1156.5354739977317,0.0
2023-09-11,hwadam,0.0,1107.2409471733727,-1107.2409471733727,0.0
2023-09-11,ski,1470.0,1959.8585367875694,-489.8585367875694,0.750054135238504
2023-09-12,always,1631.0,3227.8144258086872,-1596.8144258086872,0.5052954677192677
2023-09-12,b2b,637.0,901.0876443034953,-264.08764430349527,0.7069234652444664
2023-09-12,green,1729.0,1228.9235962665512,500.07640373344884,1.4069222897604639
2023-09-12,hwadam,1652.0,875.2969272247772,776.7030727752228,1.8873595332247346
2023-09-12,ski,2821.0,3210.9541645960653,-389.9541645960653,0.878555051051275
2023-09-13,always,1918.0,2817.770352072055,-899.7703520720552,0.6806800272384134
2023-09-13,b2b,497.0,961.6992701260698,-464.6992701260698,0.5167935709619993
2023-09-13,green,1932.0,1149.5137453342993,782.4862546657007,1.6807106551284774
2023-09-13,hwadam,742.0,720.925381038312,21.074618961687975,1.0292327327015942
2023-09-13,ski,2933.0,2220.905519822441,712.094480177559,1.3206324959895144
2023-09-14,always,2898.0,3136.8382571910315,-238.83825719103152,0.9238601937337675
2023-09-14,b2b,1680.0,1028.6264135609492,651.3735864390508,1.6332460238738122
2023-09-14,green,3976.0,1438.7419677799812,2537.258032220019,2.7635254194573045
2023-09-14,hwadam,1757.0,822.3973014073483,934.6026985926517,2.1364369715139984
2023-09-14,ski,2429.0,2252.5499232331044,176.45007676689556,1.078333481068262
2023-09-15,always,5194.0,3880.3835168105234,1313.6164831894766,1.338527487682249
2023-09-15,b2b,1225.0,1036.8780725899758,188.12192741002423,1.181431098200507
2023-09-15,green,2177.0,1563.2828606423582,613.7171393576418,1.3925822733740352
2023-09-15,hwadam,1211.0,1107.4681024504193,103.53189754958066,1.0934852185092307
2023-09-15,ski,3934.0,3125.106890831131,808.8931091688692,1.2588369413993843
2023-09-16,always,5187.0,5111.528182185732,75.47181781426843,1.0147650203861336
2023-09-16,b2b,224.0,1054.9972811026078,-830.9972811026078,0.21232282207011113
2023-09-16,green,826.0,1809.1685169814702,-983.1685169814702,0.4565633285384327
2023-09-16,hwadam,3479.0,2662.4537843216513,816.5462156783487,1.3066893481820159
2023-09-16,ski,3444.0,2554.030855771954,889.9691442280459,1.3484566923758066
2023-09-17,always,4207.0,4499.430314446571,-292.4303144465712,0.9350072578060273
2023-09-17,b2b,0.0,905.17335803774,-905.17335803774,0.0
2023-09-17,green,322.0,1217.3087489333027,-895.3087489333027,0.2645179378544355
2023-09-17,hwadam,3010.0,2243.039507838831,766.960492161169,1.3419291053415887
2023-09-17,ski,1449.0,2341.5576487416242,-892.5576487416242,0.6188188451301665
2023-09-18,always,2107.0,3154.10945890247,-1047.1094589024701,0.6680173999836927
2023-09-18,b2b,56.0,1135.1368400029442,-1079.1368400029442,0.049333259239348407
2023-09-18,green,0.0,1342.247399819223,-1342.247399819223,0.0
2023-09-18,hwadam,0.0,1414.5402403001526,-1414.5402403001526,0.0
2023-09-18,ski,8337.0,2266.139061176276,6070.860938823724,3.678944572656784
2023-09-19,always,1785.0,2845.04538717278,-1060.04538717278,0.6274065109990447
2023-09-19,b2b,4697.0,915.1078907973272,3781.892109202673,5.132728115706156
2023-09-19,green,1750.0,1168.042805350673,581.957194649327,1.498232763374293
2023-09-19,hwadam,1652.0,889.1233157165593,762.8766842834407,1.8580099866896704
2023-09-19,ski,7371.0,2958.5863177637984,4412.413682236202,2.491392580214207
2023-09-20,always,2345.0,2816.837278807072,-471.8372788070719,0.8324939525768792
2023-09-20,b2b,154.0,932.8160182102984,-778.8160182102984,0.16509150464146674
2023-09-20,green,2037.0,1450.9368820004192,586.0631179995808,1.4039204773618894
2023-09-20,hwadam,805.0,714.4969231807498,90.50307681925017,1.1266668531144328
2023-09-20,ski,7721.0,2482.312949290887,5238.6870507091135,3.1104055603487177
2023-09-21,always,3934.0,3070.5956745596873,863.4043254403127,1.2811846354743928
2023-09-21,b2b,840.0,1132.9980273743447,-292.9980273743447,0.7413958186199581
2023-09-21,green,1890.0,2630.331615026301,-740.3316150263008,0.7185405783829663
2023-09-21,hwadam,1925.0,835.3899309035324,1089.6100690964677,2.30431314621901
2023-09-21,ski,1330.0,2536.2357480071005,-1206.2357480071005,0.5243992010778473
2023-09-22,always,3682.0,4473.4485336592925,-791.4485336592925,0.8230786544867466
2023-09-22,b2b,420.0,1244.75356381405,-824.75356381405,0.3374161859903239
2023-09-22,green,3269.0,1606.1153352530432,1662.8846647469568,2.0353457365407506
2023-09-22,hwadam,2954.0,1097.6117977855154,1856.3882022144846,2.6912976026313102
2023-09-22,ski,2982.0,4132.836335685326,-1150.836335685326,0.7215383716629831
2023-09-23,always,4305.0,5754.453585009601,-1449.4535850096008,0.7481162088464074
2023-09-23,b2b,308.0,972.0208413296201,-664.0208413296201,0.31686563384658406
2023-09-23,green,5516.0,1788.668989624423,3727.331010375577,3.083857344202197
2023-09-23,hwadam,7210.0,2891.527821941347,4318.472178058653,2.4934914840830644
2023-09-23,ski,3416.0,3174.7692702740587,241.23072972594127,1.0759837043858993
2023-09-24,always,3549.0,4938.6773199029485,-1389.6773199029485,0.7186134606724504
2023-09-24,b2b,14.0,838.0038899534751,-824.0038899534751,0.01670636636397626
2023-09-24,green,651.0,1194.5157787904013,-543.5157787904013,0.5449907079998726
2023-09-24,hwadam,6727.0,2276.158174696345,4450.841825303654,2.9554185094792134
2023-09-24,ski,1897.0,2438.119286784274,-541.1192867842742,0.7780587316964395
2023-09-25,always,1876.0,3520.485712262194,-1644.4857122621938,0.5328810151013281
2023-09-25,b2b,532.0,1160.9046157758855,-628.9046157758855,0.458263317046457
2023-09-25,green,0.0,1377.5913891497776,-1377.5913891497776,0.0
2023-09-25,hwadam,0.0,1542.3073384151958,-1542.3073384151958,0.0
2023-09-25,ski,973.0,3841.1233429685913,-2868.1233429685913,0.2533113136762805
2023-09-26,always,1176.0,3099.064113615983,-1923.064113615983,0.37946940007893065
2023-09-26,b2b,2723.0,1109.6591221749986,1613.3408778250014,2.4539067408942272
2023-09-26,green,42.0,1323.9912381924107,-1281.9912381924107,0.03172226430844122
2023-09-26,hwadam,987.0,1091.1466868146517,-104.14668681465173,0.9045529917533969
2023-09-26,ski,1449.0,3668.471505624382,-2219.471505624382,0.39498739400822386
2023-09-27,always,2534.0,3190.340074309101,-656.340074309101,0.7942726922454378
2023-09-27,b2b,175.0,816.0758104800439,-641.0758104800439,0.2144408616854591
2023-09-27,green,658.0,1517.1529240809334,-859.1529240809334,0.4337071033222348
2023-09-27,hwadam,889.0,985.0213294777667,-96.0213294777667,0.902518527666122
2023-09-27,ski,357.0,3408.574995046228,-3051.574995046228,0.1047358501775192
2023-09-28,always,7518.0,4022.749893998683,3495.250106001317,1.8688708465857364
2023-09-28,b2b,301.0,997.5833794489749,-696.5833794489749,0.30172916490074275
2023-09-28,green,952.0,2061.8871306264145,-1109.8871306264145,0.46171295502037313
2023-09-28,hwadam,8589.0,1595.8495425833178,6993.150457416682,5.382086325065683
2023-09-28,ski,2632.0,2568.906073875014,63.093926124985956,1.0245606200890844
2023-09-29,always,8946.0,5006.693088619668,3939.306911380332,1.7868081469452302
2023-09-29,b2b,301.0,1077.4872440506297,-776.4872440506297,0.27935365514717536
2023-09-29,green,1092.0,1700.6822183556933,-608.6822183556933,0.6420952651905784
2023-09-29,hwadam,12173.0,1743.6339154972516,10429.366084502748,6.981396663489703
2023-09-29,ski,3941.0,3151.0765457498574,789.9234542501426,1.250683676762973
2023-09-30,always,7056.0,6083.773557970141,972.2264420298588,1.159806480758341
2023-09-30,b2b,427.0,874.3604400380628,-447.36044003806285,0.48835695263318607
2023-09-30,green,882.0,2397.387467915581,-1515.387467915581,0.3679004799198599
2023-09-30,hwadam,10465.0,4364.218561406829,6100.781438593171,2.397909236843205
2023-09-30,ski,3479.0,3076.9642797296274,402.0357202703726,1.1306598594331747
2023-10-01,always,6391.0,5171.723644991706,1219.2763550082936,1.2357582188655885
2023-10-01,b2b,357.0,956.8120452923725,-599.8120452923725,0.3731140319109504
2023-10-01,green,917.0,1563.59197693178,-646.59197693178,0.5864701364095123
2023-10-01,hwadam,11228.0,3576.84026894915,7651.15973105085,3.1390834244042733
2023-10-01,ski,4431.0,2596.719048115414,1834.280951884586,1.7063840630798421
2023-10-02,always,6664.0,4418.65322216467,2245.3467778353297,1.5081518428674854
2023-10-02,b2b,224.0,998.5976851996854,-774.5976851996854,0.22431455962689084
2023-10-02,green,1015.0,1658.673711600701,-643.6737116007009,0.6119346999359359
2023-10-02,hwadam,11200.0,3639.8736958714703,7560.126304128529,3.077029846586053
2023-10-02,ski,4935.0,3239.7319637248193,1695.2680362751807,1.5232741644237997
2023-10-03,always,5124.0,4033.803415123654,1090.1965848763462,1.2702651747452414
2023-10-03,b2b,14.0,1065.8944845450383,-1051.8944845450383,0.013134508342986406
2023-10-03,green,280.0,1428.5085424783551,-1148.5085424783551,0.196008628351792
2023-10-03,hwadam,8876.0,2418.811389585139,6457.188610414862,3.6695709463822075
2023-10-03,ski,3598.0,3100.4676838385135,497.5323161614865,1.1604700860953725
2023-10-04,always,1988.0,3452.517078296484,-1464.5170782964842,0.5758117787445977
2023-10-04,b2b,35.0,713.4785380937094,-678.4785380937094,0.049055434930830456
2023-10-04,green,1330.0,1321.3759329545164,8.62406704548357,1.0065265809906199
2023-10-04,hwadam,2429.0,1574.964375852953,854.035624147047,1.5422571057739176
2023-10-04,ski,1309.0,2467.90843292662,-1158.9084329266202,0.5304086580099309
2023-10-05,always,2331.0,4444.812869445158,-2113.812869445158,0.524431526920722
2023-10-05,b2b,987.0,995.547580969572,-8.547580969571982,0.9914141914128831
2023-10-05,green,2100.0,1630.182324653436,469.8176753465641,1.2881994659379243
2023-10-05,hwadam,2191.0,2887.699120000748,-696.6991200007478,0.7587355569092089
2023-10-05,ski,1953.0,2614.837408954578,-661.8374089545782,0.7468915632428621
2023-10-06,always,5334.0,5248.156450018107,85.84354998189337,1.0163568961404719
2023-10-06,b2b,462.0,1033.7701952747402,-571.7701952747402,0.4469078351375921
2023-10-06,green,1302.0,1588.7531922022595,-286.75319220225947,0.8195105485171206
2023-10-06,hwadam,3633.0,4090.0754466346684,-457.0754466346684,0.88824767352134
2023-10-06,ski,2534.0,3105.4381324380406,-571.4381324380406,0.8159879192346325
2023-10-07,always,5411.0,6159.0753021947285,-748.0753021947285,0.8785409715760158
2023-10-07,b2b,252.0,908.2842914961965,-656.2842914961965,0.27744617226054413
2023-10-07,green,1001.0,1714.148740727398,-713.148740727398,0.5839633260619065
2023-10-07,hwadam,11788.0,6021.32389836824,5766.67610163176,1.9577090020343384
2023-10-07,ski,3934.0,3344.3047421062856,589.6952578937144,1.1763282067178833
2023-10-08,always,7546.0,5816.327814930712,1729.6721850692884,1.2973821696619576
2023-10-08,b2b,280.0,835.5969069334492,-555.5969069334492,0.3350897994914437
2023-10-08,green,1085.0,1467.1234259679738,-382.12342596797384,0.7395424139479896
2023-10-08,hwadam,11977.0,5878.867097198044,6098.132902801956,2.0372972890828605
2023-10-08,ski,5677.0,3170.2550829741785,2506.7449170258215,1.7907076406842681
2023-10-09,always,5866.0,5069.4882648758,796.5117351241997,1.1571187649536288
2023-10-09,b2b,0.0,969.2712927662787,-969.2712927662787,0.0
2023-10-09,green,210.0,1691.971226852441,-1481.971226852441,0.12411558581327717
2023-10-09,hwadam,12061.0,5487.786425322716,6573.213574677284,2.1977896122826497
2023-10-09,ski,4557.0,3475.8229025054547,1081.1770974945453,1.3110564398189584
2023-10-10,always,3115.0,3730.056121282431,-615.0561212824309,0.8351080784621094
2023-10-10,b2b,763.0,973.4233767794789,-210.42337677947887,0.7838315970224038
2023-10-10,green,1036.0,1468.3738571087918,-432.37385710879175,0.7055423896199501
2023-10-10,hwadam,5908.0,2635.4553531542488,3272.5446468457512,2.2417378434922077
2023-10-10,ski,2086.0,3135.28560445811,-1049.28560445811,0.665330136761348
2023-10-11,always,3577.0,3488.6298730480667,88.37012695193334,1.025330897850371
2023-10-11,b2b,308.0,826.0870471731206,-518.0870471731206,0.3728420643490048
2023-10-11,green,1715.0,1494.2986334670557,220.70136653294435,1.1476956222738928
2023-10-11,hwadam,6426.0,1820.8756201300741,4605.124379869926,3.529071359383108
2023-10-11,ski,3157.0,2762.9840743168156,394.0159256831844,1.1426052105568543
2023-10-12,always,3689.0,4164.231765688514,-475.2317656885143,0.8858776858665215
2023-10-12,b2b,1708.0,1154.9623033849305,553.0376966150695,1.4788361446899543
2023-10-12,green,2268.0,2328.429438082262,-60.429438082262095,0.9740471250303239
2023-10-12,hwadam,7098.0,2537.1843028767967,4560.815697123204,2.7975894348518175
2023-10-12,ski,3962.0,2753.5231145530565,1208.4768854469435,1.4388838717422932
2023-10-13,always,6223.0,6170.238704785437,52.76129521456278,1.0085509325876878
2023-10-13,b2b,1155.0,1050.5073709623118,104.49262903768818,1.0994687252331874
2023-10-13,green,3717.0,2393.9395564633737,1323.0604435366263,1.552670780665497
2023-10-13,hwadam,9646.0,3625.9187830364267,6020.081216963574,2.6602912467670388
2023-10-13,ski,7126.0,3621.9524414431266,3504.0475585568734,1.9674471476938347
2023-10-14,always,6825.0,6530.522131123994,294.47786887600614,1.0450925458888725
2023-10-14,b2b,441.0,972.2982843001606,-531.2982843001606,0.4535645152530762
2023-10-14,green,1134.0,2215.134736134137,-1081.1347361341368,0.5119327422850413
2023-10-14,hwadam,9380.0,7041.016671406543,2338.9833285934574,1.3321939767721374
2023-10-14,ski,2128.0,4015.7255857754344,-1887.7255857754344,0.5299166874195375
2023-10-15,always,5908.0,5652.990469402365,255.0095305976347,1.0451105537817393
2023-10-15,b2b,0.0,879.3543217626199,-879.3543217626199,0.0
2023-10-15,green,553.0,1646.536256228499,-1093.536256228499,0.3358565582191815
2023-10-15,hwadam,11753.0,6607.597835132576,5145.402164867424,1.778709947737639
2023-10-15,ski,4641.0,3584.4593330475727,1056.5406669524273,1.2947559363308878
2023-10-16,always,4137.0,4758.938345479913,-621.9383454799126,0.8693115354035558
2023-10-16,b2b,637.0,1049.925476743766,-412.925476743766,0.6067097276042761
2023-10-16,green,2583.0,1570.474916298011,1012.5250837019889,1.644725409616064
2023-10-16,hwadam,0.0,5739.578233303717,-5739.578233303717,0.0
2023-10-16,ski,525.0,3166.579856007935,-2641.579856007935,0.1657940187435729
2023-10-17,always,5257.0,3951.066052731454,1305.933947268546,1.3305269843225545
2023-10-17,b2b,553.0,936.398659904217,-383.39865990421697,0.590560435078544
2023-10-17,green,756.0,1725.9353008823625,-969.9353008823625,0.43802337179933953
2023-10-17,hwadam,11305.0,3465.7958812904626,7839.204118709537,3.261877036968106
2023-10-17,ski,3080.0,3018.8150514556983,61.18494854430173,1.0202678691809217
2023-10-18,always,4676.0,3620.4072312125995,1055.5927687874005,1.2915674125515006
2023-10-18,b2b,462.0,872.3523569126577,-410.3523569126577,0.5296025124928466
2023-10-18,green,1834.0,1588.1226509304272,245.8773490695728,1.1548226447910188
2023-10-18,hwadam,12201.0,2427.893214777147,9773.106785222853,5.025344576828892
2023-10-18,ski,7266.0,3087.6908208492255,4178.309179150774,2.3532148850323007
2023-10-19,always,5026.0,4854.952307980997,171.04769201900308,1.0352315905838705
2023-10-19,b2b,245.0,1103.30875933161,-858.30875933161,0.2220593264830257
2023-10-19,green,4704.0,2362.2420222361507,2341.7579777638493,1.9913285580903728
2023-10-19,hwadam,8491.0,4095.7793612022933,4395.220638797707,2.0731097188564167
2023-10-19,ski,1638.0,3206.7976870868847,-1568.7976870868847,0.5107899405677787
2023-10-20,always,5110.0,6146.820542361591,-1036.820542361591,0.8313240910131976
2023-10-20,b2b,322.0,989.8329016145168,-667.8329016145168,0.32530743267352064
2023-10-20,green,2646.0,2746.8924668591117,-100.89246685911166,0.963270325257954
2023-10-20,hwadam,10703.0,5496.89127280654,5206.10872719346,1.947100546257555
2023-10-20,ski,3059.0,4083.5163341336106,-1024.5163341336106,0.7491092846697331
2023-10-21,always,5285.0,6573.17462888673,-1288.1746288867298,0.8040254973258024
2023-10-21,b2b,266.0,936.237524730821,-670.237524730821,0.28411593529801965
2023-10-21,green,931.0,2362.882397676372,-1431.882397676372,0.3940102989956391
2023-10-21,hwadam,12208.0,6490.385863982451,5717.614136017549,1.8809359344483203
2023-10-21,ski,4074.0,3603.8366903746364,470.1633096253636,1.1304618799406496
2023-10-22,always,6951.0,5890.773113531081,1060.2268864689186,1.1799809407076944
2023-10-22,b2b,7.0,900.9280619572023,-893.9280619572023,0.007769765751100034
2023-10-22,green,805.0,1563.7786586386148,-758.7786586386148,0.5147787351829012
2023-10-22,hwadam,12558.0,7460.370196760154,5097.629803239846,1.6832944838921822
2023-10-22,ski,5656.0,3543.7803070477266,2112.2196929522734,1.5960357330141421
2023-10-23,always,5054.0,4768.4824660103195,285.5175339896805,1.0598759743849004
2023-10-23,b2b,392.0,938.3476998257876,-546.3476998257876,0.41775559323348715
2023-10-23,green,1841.0,2062.817982873803,-221.81798287380298,0.8924684656060742
2023-10-23,hwadam,13202.0,3279.709293585175,9922.290706414824,4.025356767388487
2023-10-23,ski,2800.0,2579.9118955233653,220.08810447663473,1.0853083800491516
2023-10-24,always,6300.0,4249.220310996042,2050.779689003958,1.482624937967324
2023-10-24,b2b,490.0,1020.2382859775563,-530.2382859775563,0.4802799568833072
2023-10-24,green,140.0,1435.2873005744982,-1295.2873005744982,0.09754144688938766
2023-10-24,hwadam,11487.0,4974.865551893074,6512.134448106926,2.309007123947074
2023-10-24,ski,4018.0,2890.2194125036362,1127.7805874963638,1.3902058724736854
2023-10-25,always,4648.0,3722.7466051880124,925.2533948119876,1.2485405247626997
2023-10-25,b2b,399.0,939.2664417290831,-540.2664417290831,0.42479959069493234
2023-10-25,green,2352.0,1471.5315163864545,880.4684836135455,1.5983347782965978
2023-10-25,hwadam,13545.0,4855.988628777604,8689.011371222396,2.7893393159385704
2023-10-25,ski,5208.0,3405.7024577436277,1802.2975422563723,1.5291999417501798
2023-10-26,always,5103.0,4600.812910690171,502.1870893098294,1.1091518170936658
2023-10-26,b2b,63.0,1231.493600612592,-1168.493600612592,0.051157391291892534
2023-10-26,green,2765.0,2838.56823915482,-73.56823915481982,0.9740826244231054
2023-10-26,hwadam,11753.0,4899.459975422582,6853.540024577418,2.3988358021000664
2023-10-26,ski,2996.0,3052.078906942505,-56.078906942505,0.9816259970163473
2023-10-27,always,6153.0,5691.215211120344,461.78478887965593,1.0811399273704063
2023-10-27,b2b,497.0,1078.069472219266,-581.0694722192659,0.4610092510799864
2023-10-27,green,672.0,2205.8035338615286,-1533.8035338615286,0.30465088557709485
2023-10-27,hwadam,13314.0,6465.912351150169,6848.087648849831,2.0591061673812634
2023-10-27,ski,2898.0,3456.9050728201646,-558.9050728201646,0.8383221230994907
2023-10-28,always,6146.0,6378.321510581906,-232.3215105819063,0.9635763875815173
2023-10-28,b2b,448.0,884.235352778856,-436.23535277885605,0.5066524411086775
2023-10-28,green,1113.0,1527.920937019712,-414.920937019712,0.7284408329209517
2023-10-28,hwadam,14525.0,8853.815547229182,5671.184452770818,1.640535645058206
2023-10-28,ski,3822.0,3492.443939176953,329.5560608230471,1.0943625915154165
2023-10-29,always,7448.0,6183.696661988017,1264.3033380119832,1.2044575287439017
2023-10-29,b2b,14.0,851.2470365633512,-837.2470365633512,0.016446459604159924
2023-10-29,green,791.0,1453.9435505966455,-662.9435505966455,0.5440376276475124
2023-10-29,hwadam,14651.0,9690.509141604234,4960.490858395766,1.5118916649176775
2023-10-29,ski,3661.0,4075.7548801435278,-414.75488014352777,0.8982385122902872
2023-10-30,always,7035.0,5414.816713476724,1620.1832865232764,1.299212950734023
2023-10-30,b2b,294.0,913.6295432520807,-619.6295432520807,0.3217934469954876
2023-10-30,green,0.0,1571.1628849030658,-1571.1628849030658,0.0
2023-10-30,hwadam,13762.0,7085.139672793913,6676.860327206087,1.942375258012828
2023-10-30,ski,2345.0,2946.268223907437,-601.268223907437,0.7959221027371312
2023-10-31,always,6055.0,4641.123045317175,1413.8769546828253,1.3046411269163412
2023-10-31,b2b,252.0,1029.3386398930475,-777.3386398930475,0.24481739073370823
2023-10-31,green,721.0,1510.5846172213041,-789.5846172213041,0.47729865098604524
2023-10-31,hwadam,14014.0,5749.45323744483,8264.54676255517,2.4374491662494324
2023-10-31,ski,2471.0,2770.858671826843,-299.85867182684296,0.8917813185942304
2023-11-01,always,6174.0,3888.2252102851476,2285.7747897148524,1.587870986399788
2023-11-01,b2b,77.0,812.6706640631596,-735.6706640631596,0.09474932885483814
2023-11-01,green,4410.0,1509.1638904321296,2900.83610956787,2.922147838255826
2023-11-01,hwadam,11872.0,6891.599086351804,4980.400913648196,1.7226771103837766
2023-11-01,ski,2422.0,2975.8023330434407,-553.8023330434407,0.81389814541981
2023-11-02,always,5306.0,4151.4437825464665,1154.5562174535335,1.2781095633060306
2023-11-02,b2b,938.0,944.4141697411043,-6.414169741104274,0.9932083084449457
2023-11-02,green,2366.0,2142.350097682581,223.64990231741922,1.1043946563912899
